588;424
432;429
390;433
954;435
504;447
318;450
408;455
498;458
558;467
546;476
588;524
480;543
474;688
558;734
396;752
510;776
438;862
480;1157
486;1168
540;1218
456;1292
450;1313
486;1860
522;1861
456;1863
498;1865
546;1870
444;1872
480;1874
474;1878
486;1881
372;1892
528;1897
366;1901
474;1905
528;1910
378;1913
390;2180
474;2216
426;2449
558;2534
474;2585
942;2642
456;2710
354;3305
516;3307
408;3315
450;3318
504;3321
414;3323
552;3329
1008;3335
480;3341
384;3343
1026;3345
540;3354
972;3357
540;3359
462;3382
426;3545
426;3608
930;3631
588;3647
438;3709
534;3973
588;4000
462;4055
330;4101
444;4744
1056;4749
390;4750
360;4771
486;4776
408;4779
684;4783
456;4784
492;4790
426;4797
492;4971
558;5045
348;5062
438;5094
516;5234
564;5434
486;5501
480;5549
474;6187
492;6194
402;6198
504;6200
444;6204
504;6206
498;6207
396;6212
516;6218
258;6221
1104;6232
516;6233
510;6489
846;6496
450;6502
438;6509
534;6510
378;6511
1038;6520
462;6528
468;6606
456;6784
462;6790
540;6910
468;6956
336;6995
438;7364
582;7410
462;7632
462;7643
414;7663
672;7668
492;7678
354;7684
468;7695
438;7707
414;7708
612;7710
468;7719
576;7733
426;7856
474;7952
474;8045
564;8113
360;8134
456;8136
600;8137
348;8150
312;8155
510;8170
510;8183
474;8193
462;8237
600;8255
486;8273
654;8391
576;8450
486;8463
522;8473
468;8508
546;8515
798;9067
324;9076
468;9078
468;9083
408;9087
396;9089
468;9090
606;9108
450;9116
558;9127
432;9551
300;9564
444;9576
474;9586
564;9607
378;9611
432;9629
642;9657
420;9841
390;9890
396;9956
516;9970
438;9973
408;10064
978;10506
336;10508
408;10517
462;10520
402;10521
1014;10523
414;10528
540;10530
576;10531
456;10543
510;10548
420;10550
492;10556
444;10601
408;10623
402;10680
480;10806
648;10810
528;10841
300;10851
444;11089
612;11158
522;11160
570;11171
420;11228
282;11278
324;11942
1044;11947
534;11952
312;11959
432;11976
534;11978
540;11984
582;11986
414;11988
522;11996
396;11997
570;11999
636;12243
528;12255
456;12293
588;12473
534;12653
348;12695
390;12771
468;12780
342;12796
366;12835
1014;13387
480;13389
390;13391
780;13395
474;13399
432;13407
438;13412
624;13432
414;13434
450;13458
438;13702
792;13720
438;13730
438;13870
342;13997
498;14019
600;14043
288;14144
444;14168
414;14178
474;14182
396;14189
534;14232
546;14821
432;14827
474;14829
450;14830
408;14831
384;14834
510;14842
396;14852
378;14856
456;14857
570;14875
450;14878
498;15098
612;15125
1002;15168
390;15179
570;15302
492;15601
342;15617
540;15639
546;15659
480;15663
504;15683
498;15715
450;15751
384;16261
498;16269
342;16275
480;16279
330;16280
558;16288
468;16291
402;16300
294;16301
432;16304
600;16517
558;16578
528;16606
540;16617
414;16706
582;16762
396;16782
468;16843
444;16935
474;17044
678;17078
516;17084
438;17105
432;17109
480;17478
492;17709
474;17714
582;17716
690;17718
978;17724
402;17736
534;17739
390;17742
504;17747
486;17757
1080;17758
462;17759
546;17761
378;17777
378;17781
480;17789
474;17792
588;17797
348;17798
474;17801
546;17805
960;17818
546;17819
384;17996
504;18126
396;18208
372;18234
360;18250
480;18257
540;18263
594;18272
384;18289
492;18291
504;18298
606;18383
336;18454
516;18596
336;18637
630;18933
450;19145
492;19152
1014;19155
498;19161
306;19173
336;19177
594;19179
492;19184
426;19190
378;19203
534;19205
408;19222
576;19233
636;19239
384;19264
510;19434
504;19533
690;19561
384;19640
540;19643
636;19664
528;19667
672;19688
612;19691
402;19705
420;19722
558;19739
342;19826
522;19860
432;19970
726;20022
564;20037
474;20580
960;20582
510;20584
318;20585
486;20588
912;20595
468;20600
636;20603
468;20604
384;20610
456;20611
474;20622
378;20623
594;20629
654;20636
492;20639
558;20706
324;20771
552;20896
504;20897
426;20921
348;20937
384;21100
438;21137
330;21317
480;21340
600;21402
618;21419
522;22022
1038;22033
534;22034
630;22048
330;22050
366;22057
498;22059
528;22064
618;22067
576;22069
606;22070
480;22075
540;22076
540;22079
492;22083
408;22280
660;22302
456;22333
246;22340
528;22347
450;22361
540;22368
588;22375
420;22378
408;22451
444;22503
480;22797
504;22826
498;22849
354;22862
1080;23461
516;23470
306;23472
840;23484
552;23486
408;23505
534;23506
582;23508
540;23511
486;23515
666;23517
516;23643
486;23805
432;23814
372;23815
444;23819
600;24132
450;24143
444;24155
408;24162
588;24232
468;24273
366;24333
456;24904
360;24905
504;24909
582;24915
564;24919
492;24921
414;24927
642;24936
468;24943
384;24955
480;24990
402;25216
468;25221
582;25227
444;25230
408;25240
390;25241
600;25245
474;25253
588;25255
576;25259
510;25269
624;25555
306;25665
480;25763
486;25769
600;25781
534;25799
582;26343
456;26348
930;26354
546;26360
432;26367
432;26368
984;26370
402;26371
480;26374
486;26376
468;26379
546;26380
1080;26383
534;26385
414;26386
534;26387
516;26388
462;26389
636;26392
606;26397
468;26659
540;26664
600;26677
444;26679
384;26684
432;26687
588;26955
624;27002
426;27046
432;27163
534;27530
612;27782
474;27794
456;27797
486;27819
570;27823
480;27833
516;27834
492;27843
414;27845
654;27847
432;27850
408;27866
558;27869
900;27874
576;27886
486;28140
456;28286
480;28290
606;28295
564;28314
540;28317
432;28472
480;28599
432;28651
450;28717
432;28726
306;28959
498;29227
450;29245
654;29253
384;29254
498;29263
408;29287
468;29293
492;29310
294;29316
534;29323
456;29325
486;29328
516;29396
450;29439
420;29530
522;29659
456;29665
594;29701
390;29705
456;29734
474;29747
522;29753
456;29761
510;29762
492;29763
474;29778
414;29780
468;29804
486;29845
510;30021
408;30033
462;30106
402;30132
414;30157
990;30668
498;30670
426;30675
570;30681
450;30686
492;30693
402;30705
420;30707
498;30708
456;30710
300;30718
522;30850
456;30960
498;30981
504;30993
600;30999
594;31034
462;31168
540;31241
390;31332
462;31357
438;31373
618;31408
480;31425
576;31436
498;31457
510;31469
426;31496
570;31544
372;31793
450;32002
480;32102
534;32105
534;32106
1092;32108
372;32109
390;32111
498;32115
606;32119
468;32121
450;32128
432;32130
510;32133
498;32134
600;32139
450;32143
546;32151
384;32158
462;32166
516;32438
540;32555
606;32838
414;32865
492;32947
540;33280
396;33389
864;33547
402;33552
468;33557
912;33558
372;33563
1134;33568
510;33569
486;33580
552;33585
468;33586
810;33587
444;33601
366;33854
558;33857
366;33860
474;33873
504;34189
444;34981
576;34982
570;34986
510;34989
504;34992
1050;34994
546;34995
630;35000
486;35004
552;35018
528;35033
666;35037
546;35038
432;35141
642;35235
492;35325
510;35328
402;35333
528;35652
480;35708
504;35723
402;35735
462;35845
552;35851
318;35860
594;36421
438;36425
570;36428
582;36434
966;36438
522;36442
402;36448
474;36457
390;36460
342;36476
444;36603
420;36627
450;36722
642;36730
552;36742
474;36762
378;36763
342;36770
402;37075
390;37237
498;37261
552;37283
600;37863
498;37871
504;37875
492;37876
522;37883
510;37904
384;37906
516;37914
564;37915
888;37927
612;37928
426;37938
624;37948
426;37951
564;37962
366;37973
1014;37978
456;38047
642;38346
468;38348
390;38364
540;38379
432;38390
420;38421
582;38434
510;38446
894;38562
552;38672
582;38723
420;38789
522;39303
486;39305
498;39320
492;39325
456;39333
426;39334
462;39352
576;39355
954;39360
342;39361
450;39365
630;39369
402;39373
414;39384
552;39385
414;39389
528;39393
768;39404
492;39582
618;39807
480;39810
366;39817
1026;39832
378;39835
468;39869
